Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","120","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","79","Mils","2017","2017","7021","Valeur annuel","","107","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","123","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","145","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","","134","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","150","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","","134","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","130","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","114","Kenya","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","121","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","10665","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","12866","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","10229","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","10665","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","12866","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","10229","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","155","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","187","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","149","","Donnée officielle"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","89","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","512","Fruits, agrumes nda","2017","2017","7021","Valeur annuel","","89","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","88","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","79","Mils","2017","2017","7021","Valeur annuel","","127","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","","98","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","105","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","106","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","89","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","113","Kirghizistan","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","91","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","118","Koweït","5530","Prix à la Production (LCU/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","LCU","450","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","235","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5530","Prix à la Production (LCU/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","LCU","400","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","160","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5531","Prix à la Production (SLC/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","SLC","450","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","235","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5531","Prix à la Production (SLC/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","SLC","400","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","160","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","USD","1484","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","775","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","USD","1319","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","528","","Donnée officielle"
"PP","Prix à la Production","118","Koweït","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","83","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","118","Koweït","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","135","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","118","Koweït","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","101","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","118","Koweït","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","133","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","118","Koweït","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","81","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","118","Koweït","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","134","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","118","Koweït","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","98","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","138","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","LCU","97","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","127","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","LCU","230","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","LCU","117","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5530","Prix à la Production (LCU/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","LCU","111","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","138","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","SLC","97","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","127","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","SLC","230","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","SLC","117","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5531","Prix à la Production (SLC/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","SLC","111","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","156","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","USD","110","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","143","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","USD","260","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","USD","132","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5532","Prix à la Production (USD/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","USD","125","","Donnée officielle"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","121","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","","87","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","108","Ceréales nda","2017","2017","7021","Valeur annuel","","102","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","98","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","","70","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","95","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","119","Lettonie","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","102","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5530","Prix à la Production (LCU/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","LCU","1061000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","366000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5530","Prix à la Production (LCU/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","LCU","1164000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","381000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5530","Prix à la Production (LCU/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","LCU","886000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5530","Prix à la Production (LCU/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","LCU","1943000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5531","Prix à la Production (SLC/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","SLC","1061000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","366000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5531","Prix à la Production (SLC/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","SLC","1164000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","381000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5531","Prix à la Production (SLC/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","SLC","886000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5531","Prix à la Production (SLC/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","SLC","1943000","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","497","Citrons et limes","2017","2017","7021","Valeur annuel","USD","704","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","243","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","490","Oranges","2017","2017","7021","Valeur annuel","USD","772","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","253","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","USD","588","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5532","Prix à la Production (USD/tonne)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","USD","1289","","Donnée officielle"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","75","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","497","Citrons et limes","2017","2017","7021","Valeur annuel","","113","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","121","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","490","Oranges","2017","2017","7021","Valeur annuel","","114","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","99","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","507","Pamplemousses et pomelos","2017","2017","7021","Valeur annuel","","127","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","83","Sorgho","2017","2017","7021","Valeur annuel","","75","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","495","Tangerines, mandarines, clémentines, satsumas","2017","2017","7021","Valeur annuel","","127","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","1804","Agrumes, total","2017","2017","7021","Valeur annuel","","115","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","121","Liban","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","116","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","LCU","124","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","142","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","138","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","LCU","269","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","LCU","124","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5530","Prix à la Production (LCU/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","LCU","123","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","116","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","SLC","124","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","142","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","138","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","SLC","269","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","SLC","124","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5531","Prix à la Production (SLC/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","SLC","123","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","130","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","USD","140","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","160","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","156","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","USD","304","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","USD","140","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5532","Prix à la Production (USD/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","USD","139","","Donnée officielle"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","101","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","","96","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","108","Ceréales nda","2017","2017","7021","Valeur annuel","","98","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","103","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","101","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","89","Sarrasin, blé noir","2017","2017","7021","Valeur annuel","","76","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","71","Seigle","2017","2017","7021","Valeur annuel","","109","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","97","Triticale","2017","2017","7021","Valeur annuel","","102","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","126","Lituanie","5539","Indice des prix à la production (2014-2016 = 100)","1814","Céréales Secondaires, tot","2017","2017","7021","Valeur annuel","","100","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","LCU","126","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","LCU","126","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","LCU","160","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","44","Orge","2017","2017","7021","Valeur annuel","LCU","125","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","LCU","127","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5530","Prix à la Production (LCU/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","LCU","130","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","SLC","126","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","SLC","126","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","SLC","160","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","44","Orge","2017","2017","7021","Valeur annuel","SLC","125","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","SLC","127","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5531","Prix à la Production (SLC/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","SLC","130","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","75","Avoine","2017","2017","7021","Valeur annuel","USD","142","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","USD","142","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","56","Maïs","2017","2017","7021","Valeur annuel","USD","181","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","44","Orge","2017","2017","7021","Valeur annuel","USD","141","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","71","Seigle","2017","2017","7021","Valeur annuel","USD","144","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5532","Prix à la Production (USD/tonne)","97","Triticale","2017","2017","7021","Valeur annuel","USD","147","","Donnée officielle"
"PP","Prix à la Production","256","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","75","Avoine","2017","2017","7021","Valeur annuel","","107","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","256","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","103","Céréales mélangées","2017","2017","7021","Valeur annuel","","109","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","256","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","108","Ceréales nda","2017","2017","7021","Valeur annuel","","109","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","256","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","56","Maïs","2017","2017","7021","Valeur annuel","","104","Im","Données de la FAO basées sur une méthodologie d'imputation"
"PP","Prix à la Production","256","Luxembourg","5539","Indice des prix à la production (2014-2016 = 100)","44","Orge","2017","2017","7021","Valeur annuel","","97","Im","Données de la FAO basées sur une méthodologie d'imputation"
